0.000572	0.000972
0.251189	0.410767
0.288540	0.843450
0.312913	1.273882
0.331445	1.692691
0.346572	2.096058
0.359443	2.482636
0.370697	2.852288
0.380730	-3.077709
0.389805	-2.740230
0.398106	-2.417577
0.405767	-2.108834
0.412890	-1.813097
0.419552	-1.529499
0.425817	-1.257229
0.431733	-0.995529
0.437341	-0.743698
0.442676	-0.501092
0.447765	-0.267116
0.452632	-0.041228
0.457299	0.177074
0.461783	0.388249
0.466098	0.592719
0.470260	0.790873
0.474279	0.983070
0.478166	1.169639
0.481931	1.350885
0.485582	1.527091
0.489125	1.698517
0.492569	1.865407
0.495920	2.027985
0.499181	2.186460
0.502360	2.341028
0.505460	2.491871
0.508486	2.639158
0.511441	2.783049
0.514330	2.923691
0.517155	3.061225
0.519919	-3.087405
0.522626	-2.955704
0.525278	-2.826742
0.527877	-2.700410
0.530425	-2.576606
0.532926	-2.455232
0.535380	-2.336198
0.537791	-2.219416
0.540158	-2.104805
0.542485	-1.992287
0.544772	-1.881788
0.547022	-1.773238
0.549234	-1.666572
0.551412	-1.561727
0.553556	-1.458641
0.555667	-1.357258
0.557746	-1.257525
0.559795	-1.159388
0.561814	-1.062798
0.563804	-0.967708
0.565766	-0.874074
0.567701	-0.781851
0.569611	-0.690999
0.571495	-0.601477
0.573354	-0.513249
0.575189	-0.426278
0.577001	-0.340528
0.578791	-0.255968
0.580558	-0.172564
0.582304	-0.090285
0.584030	-0.009104
0.585735	0.071010
0.587420	0.150084
0.589086	0.228143
0.590733	0.305214
0.592362	0.381320
0.593973	0.456485
0.595567	0.530732
0.597144	0.604082
0.598704	0.676557
0.600248	0.748178
0.601776	0.818963
0.603289	0.888932
0.604786	0.958103
0.606269	1.026494
0.607737	1.094122
0.609191	1.161004
0.610631	1.227156
0.612058	1.292593
0.613471	1.357330
0.614872	1.421383
0.616259	1.484764
0.617634	1.547489
0.618997	1.609570
0.620347	1.671021
0.621686	1.731853
0.623014	1.792078
0.624330	1.851710
0.625635	1.910759
0.626929	1.969236
0.628212	2.027152
0.629485	2.084518
0.630747	2.141343
0.631999	2.197639
0.633242	2.253414
0.634474	2.308678
0.635697	2.363440
0.636910	2.417709
0.638114	2.471493
0.639309	2.524802
0.640495	2.577643
0.641672	2.630025
0.642841	2.681954
0.644000	2.733440
0.645152	2.784489
0.646295	2.835108
0.647430	2.885305
0.648557	2.935087
0.649676	2.984459
0.650787	3.033430
0.651891	3.082004
0.652987	3.130189
0.654075	-3.105195
0.655156	-3.057771
0.656230	-3.010718
0.657297	-2.964032
0.658357	-2.917706
0.659410	-2.871735
0.660456	-2.826113
0.661496	-2.780836
0.662529	-2.735898
0.663555	-2.691295
0.664575	-2.647021
0.665588	-2.603072
0.666596	-2.559444
0.667597	-2.516130
0.668592	-2.473128
0.669580	-2.430433
0.670563	-2.388040
0.671541	-2.345945
0.672512	-2.304144
0.673477	-2.262634
0.674437	-2.221410
0.675392	-2.180468
0.676341	-2.139805
0.677284	-2.099416
0.678222	-2.059299
0.679155	-2.019450
0.680083	-1.979865
0.681005	-1.940540
0.681922	-1.901473
0.682835	-1.862661
0.683742	-1.824099
0.684644	-1.785785
0.685542	-1.747716
0.686435	-1.709888
0.687322	-1.672299
0.688206	-1.634946
0.689084	-1.597826
0.689958	-1.560935
0.690828	-1.524272
0.691693	-1.487833
0.692553	-1.451617
0.693409	-1.415619
0.694261	-1.379838
0.695108	-1.344271
0.695952	-1.308916
0.696791	-1.273770
0.697625	-1.238830
0.698456	-1.204095
0.699283	-1.169562
0.700105	-1.135229
0.700924	-1.101093
0.701739	-1.067153
0.702550	-1.033406
0.703357	-0.999850
0.704160	-0.966482
0.704959	-0.933302
0.705754	-0.900306
0.706546	-0.867494
0.707335	-0.834862
0.708119	-0.802409
0.708900	-0.770133
0.709677	-0.738032
0.710451	-0.706104
0.711221	-0.674348
0.711988	-0.642762
0.712752	-0.611344
0.713512	-0.580092
0.714269	-0.549004
0.715022	-0.518079
0.715772	-0.487316
0.716519	-0.456712
0.717262	-0.426266
0.718002	-0.395976
0.718740	-0.365842
0.719474	-0.335860
0.720204	-0.306031
0.720932	-0.276351
0.721657	-0.246821
0.722378	-0.217438
0.723097	-0.188201
0.723813	-0.159109
0.724525	-0.130160
0.725235	-0.101352
0.725942	-0.072686
0.726646	-0.044158
0.727347	-0.015769
0.728045	0.012484
0.728740	0.040602
0.729433	0.068585
0.730123	0.096436
0.730810	0.124155
0.731494	0.151743
0.732176	0.179203
0.732855	0.206534
0.733532	0.233738
0.734205	0.260816
0.734876	0.287769
0.735545	0.314599
0.736211	0.341306
0.736874	0.367892
0.737535	0.394358
0.738194	0.420704
0.738849	0.446931
0.739503	0.473042
0.740154	0.499036
0.740802	0.524914
0.741449	0.550679
0.742092	0.576330
0.742734	0.601868
0.743373	0.627296
0.744009	0.652612
0.744644	0.677819
0.745276	0.702917
0.745906	0.727907
0.746533	0.752791
0.747158	0.777568
0.747781	0.802240
0.748402	0.826808
0.749021	0.851272
0.749637	0.875633
0.750251	0.899893
0.750863	0.924052
0.751473	0.948110
0.752081	0.972068
0.752687	0.995929
0.753291	1.019691
0.753892	1.043356
0.754492	1.066924
0.755089	1.090397
0.755684	1.113775
0.756278	1.137059
0.756869	1.160249
0.757458	1.183346
0.758046	1.206352
0.758631	1.229266
0.759215	1.252089
0.759796	1.274823
0.760376	1.297467
0.760954	1.320022
0.761529	1.342489
0.762103	1.364869
0.762675	1.387162
0.763246	1.409369
0.763814	1.431491
0.764380	1.453528
0.764945	1.475480
0.765508	1.497349
0.766069	1.519135
0.766628	1.540838
0.767186	1.562460
0.767741	1.584000
0.768295	1.605459
0.768847	1.626839
0.769398	1.648138
0.769946	1.669359
0.770494	1.690501
0.771039	1.711566
0.771582	1.732553
0.772124	1.753463
0.772665	1.774296
0.773203	1.795054
0.773740	1.815737
0.774276	1.836345
0.774809	1.856878
0.775341	1.877338
0.775872	1.897725
0.776401	1.918038
0.776928	1.938279
0.777454	1.958449
0.777978	1.978547
0.778500	1.998574
0.779021	2.018531
0.779541	2.038418
0.780058	2.058235
0.780575	2.077983
0.781090	2.097663
0.781603	2.117274
0.782115	2.136818
0.782625	2.156294
0.783134	2.175704
0.783642	2.195047
0.784147	2.214324
0.784652	2.233535
0.785155	2.252681
0.785657	2.271762
0.786157	2.290779
0.786655	2.309732
0.787153	2.328622
0.787649	2.347448
0.788143	2.366211
0.788636	2.384912
0.789128	2.403551
0.789618	2.422128
0.790107	2.440644
0.790595	2.459099
0.791081	2.477493
0.791566	2.495827
0.792049	2.514102
0.792532	2.532317
0.793012	2.550472
0.793492	2.568569
0.793970	2.586608
0.794447	2.604588
0.794923	2.622511
0.795397	2.640376
0.795870	2.658185
0.796342	2.675936
0.796812	2.693631
0.797282	2.711270
0.797749	2.728853
0.798216	2.746381
0.798682	2.763854
0.799146	2.781272
0.799609	2.798635
0.800071	2.815944
0.800531	2.833200
0.800990	2.850401
0.801449	2.867550
0.801905	2.884645
0.802361	2.901688
0.802816	2.918679
0.803269	2.935617
0.803721	2.952503
0.804172	2.969338
0.804622	2.986122
0.805070	3.002855
0.805518	3.019537
0.805964	3.036169
0.806409	3.052750
0.806853	3.069282
0.807296	3.085764
0.807738	3.102197
0.808179	3.118580
0.808618	3.134915
0.809057	-3.131984
0.809494	-3.115746
0.809930	-3.099556
0.810365	-3.083414
0.810799	-3.067319
0.811232	-3.051272
0.811664	-3.035271
0.812095	-3.019318
0.812524	-3.003411
0.812953	-2.987550
0.813380	-2.971735
0.813807	-2.955966
0.814232	-2.940243
0.814657	-2.924565
0.815080	-2.908932
0.815502	-2.893345
0.815923	-2.877801
0.816344	-2.862303
0.816763	-2.846848
0.817181	-2.831437
0.817598	-2.816071
0.818014	-2.800747
0.818429	-2.785468
0.818844	-2.770231
0.819257	-2.755037
0.819669	-2.739886
0.820080	-2.724777
0.820490	-2.709711
0.820899	-2.694687
0.821307	-2.679704
0.821715	-2.664763
0.822121	-2.649864
0.822526	-2.635006
0.822930	-2.620189
0.823334	-2.605413
0.823736	-2.590677
0.824138	-2.575983
0.824538	-2.561328
0.824938	-2.546713
0.825336	-2.532139
0.825734	-2.517604
0.826131	-2.503108
0.826527	-2.488652
0.826922	-2.474235
0.827316	-2.459857
0.827709	-2.445518
0.828101	-2.431217
0.828492	-2.416955
0.828883	-2.402731
0.829272	-2.388545
0.829661	-2.374397
0.830048	-2.360287
0.830435	-2.346214
0.830821	-2.332179
0.831206	-2.318181
0.831590	-2.304220
0.831973	-2.290296
0.832356	-2.276408
0.832737	-2.262557
0.833118	-2.248743
0.833498	-2.234964
0.833877	-2.221222
0.834255	-2.207516
0.834632	-2.193845
0.835009	-2.180210
0.835384	-2.166610
0.835759	-2.153046
0.836133	-2.139517
0.836506	-2.126022
0.836878	-2.112563
0.837249	-2.099138
0.837620	-2.085747
0.837990	-2.072391
0.838359	-2.059070
0.838727	-2.045782
0.839094	-2.032528
0.839461	-2.019308
0.839826	-2.006121
0.840191	-1.992968
0.840555	-1.979849
0.840918	-1.966762
0.841281	-1.953709
0.841643	-1.940688
0.842004	-1.927700
0.842364	-1.914745
0.842723	-1.901823
0.843082	-1.888932
0.843439	-1.876074
0.843796	-1.863248
0.844153	-1.850454
0.844508	-1.837692
0.844863	-1.824962
0.845217	-1.812263
0.845570	-1.799596
0.845922	-1.786959
0.846274	-1.774354
0.846625	-1.761781
0.846975	-1.749238
0.847324	-1.736725
0.847673	-1.724244
0.848021	-1.711793
0.848368	-1.699373
0.848715	-1.686982
0.849060	-1.674622
0.849405	-1.662293
0.849749	-1.649993
0.850093	-1.637722
0.850436	-1.625482
0.850778	-1.613271
0.851119	-1.601090
0.851460	-1.588938
0.851800	-1.576815
0.852139	-1.564722
0.852478	-1.552657
0.852815	-1.540622
0.853152	-1.528615
0.853489	-1.516637
0.853825	-1.504687
0.854160	-1.492766
0.854494	-1.480873
0.854827	-1.469009
0.855160	-1.457172
0.855493	-1.445364
0.855824	-1.433584
0.856155	-1.421831
0.856485	-1.410106
0.856815	-1.398409
0.857143	-1.386739
0.857472	-1.375097
0.857799	-1.363482
0.858126	-1.351894
0.858452	-1.340333
0.858777	-1.328799
0.859102	-1.317293
0.859426	-1.305813
0.859750	-1.294359
0.860073	-1.282933
0.860395	-1.271532
0.860716	-1.260159
0.861037	-1.248811
0.861357	-1.237490
0.861677	-1.226195
0.861996	-1.214926
0.862314	-1.203682
0.862632	-1.192465
0.862949	-1.181273
0.863265	-1.170107
0.863581	-1.158967
0.863896	-1.147852
0.864210	-1.136763
0.864524	-1.125698
0.864837	-1.114659
0.865150	-1.103645
0.865462	-1.092656
0.865773	-1.081692
0.866084	-1.070753
0.866394	-1.059839
0.866704	-1.048949
0.867012	-1.038084
0.867321	-1.027244
0.867628	-1.016427
0.867935	-1.005635
0.868242	-0.994868
0.868548	-0.984124
0.868853	-0.973405
0.869157	-0.962710
0.869461	-0.952038
0.869765	-0.941391
0.870068	-0.930767
0.870370	-0.920167
0.870672	-0.909590
0.870973	-0.899037
0.871273	-0.888507
0.871573	-0.878001
0.871872	-0.867518
0.872171	-0.857058
0.872469	-0.846622
0.872766	-0.836208
0.873063	-0.825817
0.873360	-0.815450
0.873656	-0.805104
0.873951	-0.794782
0.874245	-0.784483
0.874539	-0.774206
0.874833	-0.763951
0.875126	-0.753719
0.875418	-0.743510
0.875710	-0.733322
0.876001	-0.723157
0.876292	-0.713014
0.876582	-0.702894
0.876872	-0.692795
0.877161	-0.682718
0.877449	-0.672663
0.877737	-0.662630
0.878024	-0.652618
0.878311	-0.642628
0.878597	-0.632660
0.878883	-0.622713
0.879168	-0.612788
0.879453	-0.602884
0.879737	-0.593002
0.880020	-0.583141
0.880303	-0.573300
0.880586	-0.563481
0.880868	-0.553684
0.881149	-0.543907
0.881430	-0.534151
0.881710	-0.524416
0.881990	-0.514701
0.882269	-0.505008
0.882548	-0.495335
0.882826	-0.485682
0.883104	-0.476050
0.883381	-0.466439
0.883657	-0.456848
0.883933	-0.447278
0.884209	-0.437727
0.884484	-0.428197
0.884759	-0.418688
0.885033	-0.409198
0.885306	-0.399728
0.885579	-0.390278
0.885851	-0.380849
0.886123	-0.371439
0.886395	-0.362049
0.886666	-0.352678
0.886936	-0.343328
0.887206	-0.333997
0.887475	-0.324685
0.887744	-0.315393
0.888013	-0.306121
0.888281	-0.296868
0.888548	-0.287634
0.888815	-0.278420
0.889081	-0.269224
0.889347	-0.260048
0.889613	-0.250892
0.889878	-0.241754
0.890142	-0.232635
0.890406	-0.223535
0.890669	-0.214454
0.890932	-0.205392
0.891195	-0.196349
0.891457	-0.187324
0.891718	-0.178318
0.891979	-0.169331
0.892240	-0.160362
0.892500	-0.151412
0.892759	-0.142481
0.893018	-0.133567
0.893277	-0.124673
0.893535	-0.115796
0.893793	-0.106938
0.894050	-0.098098
0.894307	-0.089276
0.894563	-0.080472
0.894819	-0.071687
0.895074	-0.062919
0.895329	-0.054169
0.895583	-0.045437
0.895837	-0.036724
0.896090	-0.028027
0.896343	-0.019349
0.896596	-0.010689
0.896848	-0.002046
0.897099	0.006580
0.897350	0.015187
0.897601	0.023778
0.897851	0.032350
0.898101	0.040905
0.898350	0.049443
0.898599	0.057964
0.898847	0.066467
0.899095	0.074953
0.899343	0.083422
0.899590	0.091873
0.899836	0.100308
0.900082	0.108725
0.900328	0.117126
0.900573	0.125509
0.900818	0.133876
0.901062	0.142225
0.901306	0.150558
0.901549	0.158874
0.901792	0.167173
0.902035	0.175456
0.902277	0.183721
0.902519	0.191971
0.902760	0.200203
0.903001	0.208419
0.903241	0.216619
0.903481	0.224802
0.903720	0.232969
0.903959	0.241119
0.904198	0.249253
0.904436	0.257371
0.904674	0.265472
0.904911	0.273557
0.905148	0.281626
0.905384	0.289679
0.905620	0.297716
0.905856	0.305737
0.906091	0.313742
0.906326	0.321731
0.906560	0.329703
0.906794	0.337661
0.907027	0.345602
0.907261	0.353527
0.907493	0.361437
0.907725	0.369331
0.907957	0.377209
0.908189	0.385071
0.908419	0.392918
0.908650	0.400750
0.908880	0.408566
0.909110	0.416366
0.909339	0.424151
0.909568	0.431920
0.909796	0.439674
0.910025	0.447413
0.910252	0.455136
0.910479	0.462845
0.910706	0.470538
0.910933	0.478215
0.911159	0.485878
0.911384	0.493525
0.911610	0.501158
0.911834	0.508775
0.912059	0.516377
0.912283	0.523964
0.912506	0.531537
0.912729	0.539094
0.912952	0.546636
0.913175	0.554164
0.913397	0.561677
0.913618	0.569175
0.913839	0.576658
0.914060	0.584127
0.914281	0.591581
0.914501	0.599020
0.914720	0.606445
0.914939	0.613855
0.915158	0.621251
0.915377	0.628632
0.915595	0.635998
0.915812	0.643351
0.916030	0.650688
0.916247	0.658012
0.916463	0.665321
0.916679	0.672616
0.916895	0.679896
0.917110	0.687162
0.917325	0.694414
0.917540	0.701652
0.917754	0.708876
0.917968	0.716086
0.918181	0.723281
0.918394	0.730463
0.918607	0.737630
0.918819	0.744783
0.919031	0.751923
0.919242	0.759048
0.919454	0.766160
0.919664	0.773258
0.919875	0.780342
0.920085	0.787412
0.920294	0.794468
0.920503	0.801511
0.920712	0.808540
0.920921	0.815555
0.921129	0.822557
0.921337	0.829544
0.921544	0.836519
0.921751	0.843480
0.921958	0.850427
0.922164	0.857360
0.922370	0.864281
0.922575	0.871187
0.922781	0.878081
0.922985	0.884961
0.923190	0.891827
0.923394	0.898680
0.923598	0.905520
0.923801	0.912347
0.924004	0.919160
0.924207	0.925961
0.924409	0.932748
0.924611	0.939521
0.924812	0.946282
0.925013	0.953030
0.925214	0.959764
0.925415	0.966485
0.925615	0.973194
0.925815	0.979889
0.926014	0.986571
0.926213	0.993241
0.926412	0.999897
0.926610	1.006541
0.926808	1.013171
0.927006	1.019789
0.927203	1.026394
0.927400	1.032986
0.927596	1.039566
0.927792	1.046132
0.927988	1.052686
0.928184	1.059227
0.928379	1.065756
0.928574	1.072272
0.928768	1.078775
0.928962	1.085266
0.929156	1.091744
0.929349	1.098210
0.929542	1.104663
0.929735	1.111103
0.929927	1.117532
0.930119	1.123947
0.930311	1.130350
0.930502	1.136741
0.930693	1.143120
0.930884	1.149486
0.931074	1.155840
0.931264	1.162181
0.931454	1.168510
0.931643	1.174827
0.931832	1.181132
